tweet,label
"['word', 'use', 'people', 'white', 'todd', 'take', 'cunt']",1
"['team', 'white', 'moron', 'offend', 'liberalism', 'redskins', 'trash']",1
"['football', 'watch', 'white', 'trash']",1
"['hockey', 'watch', 'white', 'trash']",1
"['white', 'slant', 'moslem', 'equal', 'trash', 'hindi']",1
"['word', 'disappointed', 'imo', 'stuff', 'understand', 'blackjesus', 'nigger', 'heavily', 'blow', 'aaronmacgruder']",1
"['oomf', 'claim', 'hoe', 'know']",1
"['get', 'oomf', 'hoe', 'hella']",1
"['get', 'oomf', 'hoe']",1
"['itch', 'like', 'skin', 'bitch', 'oomf']",1
"['oooow', 'bitch', 'lace', 'fuck']",1
"['oops', 'slit', 'freudian']",0
"['leg', 'filet', 'mignon', 'open', 'pussy']",1
"['mouf', 'sam', 'open', 'nig', 'lol', 'smh', 'love', 'kiss']",1
"['leg', 'filet', 'mignon', 'open', 'pussy']",1
"['charlie', 'brown', 'resolve', 'operation', 'ask', 'rejectedpeanutsspecial', 'redhead']",0
"['vote', 'bigot', 'governor', 'amirite', 'texas', 'cripple', 'votewendydavis']",0
"['vibe', 'play', 'bout', 'know', 'aux', 'cord', 'ask', 'trash']",0
"['decide', 'dumb', 'self', 'bitch', 'saint', 'esteem']",1
"['continue', 'bitch', 'cool']",1
"['catch', 'guess', 'get', 'say', 'nigga', 'faggot']",1
"['motown', 'tigers', 'sweep', 'lol', 'mlb', 'yankees']",0
"['niggas', 'tank', 'get', 'hoe', 'nail', 'brag', 'fill', 'money']",1
['pollo'],0
"['summer', 'hoe', 'winter', 'muslimah', 'clothe', 'afford']",0
"['got', 'ass', 'class', 'teach', 'hate', 'bitch', 'disrespectful', 'talk', 'stfu', 'professor']",1
"['music', 'trash']",0
"['mexcian', 'ghetto', 'neighborhood', 'know']",0
"['got', 'cause', 'ummmm', 'dick', 'bill', 'thank', 'pick', 'free', 'pay', 'tab', 'pussy']",1
"['faggot', 'ahhhahahaha', 'oregon', 'lose']",1
"['sandwich', 'cream', 'oreo', 'ice']",0
"['oreo', 'want', 'shake']",0
"['milkshakes', 'oreo', 'forever', 'remind']",0
"['oreo', 'want', 'coffee', 'brunch']",0
"['hos', 'milk', 'oreos']",1
"['life', 'oreo']",0
"['oriental', 'cause', 'rug', 'dove', 'flyer']",0
"['chaco', 'lil', 'people', 'wear', 'fake', 'bitch', 'amp', 'fun', 'want', 'oscar', 'sale']",1
"['stud', 'go', '2nd', 'taveras', 'yardie', 'mlb', 'bat', 'oscar', 'career']",0
"['get', 'bitch', 'right', 'hella', 'oscars', 'die', 'roast', 'fuckin']",1
"['coz', 'isis', 'extreme', 'reconciliation', 'fatwa', 'nusra', 'jihadi', 'preacher', 'kuwait', 'lari', 'hamper', 'amp', 'news', 'redha', 'execute']",0
"['actually', 'shit', 'good', 'rapper', 'macklemore', 'alot', 'artist', 'faggot', 'better']",1
"['otter', 'cunt', 'pet', 'cool']",1
"['pregnant', 'pig', 'guinea', 'female']",0
"['boss', 'hurt', 'say', 'hoe', 'butt', 'professor']",1
"['hoser', 'care', 'day', 'kitty', 'take', 'nap']",0
"['wit', 'outside', ""fucc'n"", 'click', 'nicca']",1
"['fuckin', 'outside', 'dah', 'yardie']",1
"['like', 'picture', 'bitch', 'try', 'act']",1
"['nude', 'single', 'life', 'faggot', 'overall', 'fun', 'leak']",1
"['good', 'uncletweet', 'overripe', 'eat', 'eggplant']",0
"['philosophy', 'existentialism', 'pop', 'mtvhottestlanadelrey', 'trash', 'depth']",0
"['man', 'pnd', 'jigga']",0
"['dando', 'vueltas', 'mientras', 'los', 'dos', 'poller', 'estaban', 'cuando', 'pollos', 'una', ""l'ast"", 'cocinando']",0
"['waxy', 'properly', 'away', 'fat', 'reduce', 'psa', 'dunk', 'dietschmiet', 'oreo', 'stay', 'unnatural', 'soften', 'milk']",0
"['touch', 'pacey', 'flash', 'whatwashedoing', 'black', 'turn', 'yellow', 'tell']",0
"['yankee', 'fan', 'padre', 'stfu', 'need', 'angel']",0
"['bitch', 'betta', 'dis', 'crack', 'belt', 'pay']",1
"['well', 'text', 'bitch', 'lol', 'paige']",1
"['rooftops', 'bitch', 'love', 'rooftop', 'paint']",1
"['palin', 'come', 'see', 'crowd', 'cpac2014', 'rhetorically', 'go', 'mock', 'wild', 'ask', 'russia', 'obama']",0
"['panda', 'feel', 'like', 'chinese', 'car', 'express', 'gettin', 'want', 'trash']",0
"['pantera', 'boy', 'minute', 'crush', 'pussy']",1
"['cause', 'powerofthep', 'paper', 'problem', 'bring', 'pussy']",1
"['bro', 'trash', 'lol', 'papoose']",1
"['bread', 'butter', 'like', 'taste', 'pappadeaux', 'scampi', 'pussy']",1
"['get', 'good', 'swear', 'hoe', 'squeeze', 'lemon', 'pappadeaux', 'chicken', 'strip']",1
"['charlie', 'brown', 'council', 'television', 'sex', 'scene', 'parents', 'scandal']",0
"['cannon', 'fuck', 'come', 'like', 'lyric', 'good', 'bitch', 'beautiful', 'song', 'parker', 'lyrically', 'man']",1
"['asinine', 'effective', 'jihadi', 'humorisaweapon', 'condemn', 'parody', 'song', 'muslims']",0
"['parson', 'trash']",0
['chink'],1
"['house', 'come', 'bitch', 'party']",1
"['jerk', 'ass', 'zebra', 'dumb', 'pass', 'interference']",1
"['stick', 'bitch', 'pass']",1
"['want', 'mad', 'hoe', 'pass']",1
"['love', 'patty', 'hoe']",1
"['pau', 'hoe', 'gon', 'deadline', 'trade', 'play']",1
"['knee', 'paula', 'get', 'patton', 'nigga', 'tonight', 'stage', 'talmbout', 'pussy']",1
"['freebie', 'pay', 'pussy']",1
"['payback', 'bitch']",1
"['payback', 'bitch']",1
"['faggot', 'peace']",1
"['peace', 'lux', 'good', 'kakao', 'tsm', 'fag', 'lustboy', 'pick', 'drop', 'support', 'remember']",1
"['word', 'facebook', 'peace', 'friend', 'good', 'moor', 'wall', 'enemy', 'look']",0
"['peace', 'breakfast', 'hoe', 'cook', 'badongle']",1
"['pedro', 'bitch', 'cause', 'little']",1
"['screen', 'way', 'tryna', 'slant', 'state', 'field', 'lol', 'penn']",0
"['pennsylvanian', 'white', 'pennsylvania', 'trash']",1
"['fuck', 'lol', 'people', 'retarded']",1
"['uncivilized', 'people']",0
"['thing', 'people', 'bitch', 'stupid', 'complain']",1
"['subtweet', 'shit', 'people', 'baby', 'ion', 'speak', 'bout', 'tbh', 'nigga', 'bitch', 'oml', 'dam', 'lil', 'ask']",1
"['donation', 'people', 'sex', 'bitch', 'dollar', 'mack', 'thousand', 'christy', 'better', 'real', 'fuckin', 'ask', 'have']",1
"['waffle', 'like', 'anger', 'people', 'mississippi', 'hard', 'bein', 'tonight', 'tweeter', 'dis', 'colored', 'man', 'house', 'angry']",0
"['people', 'special', 'call', 'purge', 'lmao', 'complain', 'louisvillepurge', 'spinellis', 'pussy']",1
"['like', 'people', 'comment', 'bitch', 'know', 'status', 'wtf', 'day']",1
"['retarded', 'everyday', 'people']",1
"['way', 'people', 'get', 'learn', 'bitch', 'help', 'appreciate', 'want']",1
"['ass', 'people', 'baby', 'hate', 'life', 'rig', 'love', 'nigguh', 'pussy']",1
"['touch', 'people', 'hair', 'bitch', 'love', 'yes', 'ooo', 'real']",1
"['fuck', 'site', 'people', 'retarded']",1
"['twitter', 'like', 'shit', 'people', 'bitch', 'talk', 'person', 'yes', 'wtf', 'look', 'yeah', 'cute']",1
"['kill', 'indefensible', 'people', 'offensive', 'tend', 'bitch', 'coach', 'playcalling', 'point', 'ag']",1
"['choose', 'scum', 'people', 'country', 'consideration', 'deserve', 'city', 'respect', 'miserable', 'trash']",0
"['moveoutmyway', 'seriously', 'people', 'blinker', 'bitch', 'crash', 'pole', 'need']",0
"['like', 'bag', 'people', 'white', 'show', 'douche', 'usually', 'enjoy', 'trash']",1
"['church', 'people', 'hollywood', 'white', 'filth', 'trash']",1
"['common', 'grow', 'people', 'vegetable', 'peasant', 'trash']",1
"['people', 'thenetherland', 'unwashed', 'live', 'trash']",1
"['trash', 'use', 'product', 'bag', 'people', 'hair', 'white', 'douche', 'unkept']",1
"['people', 'white', 'fantasygame', 'play', 'trash']",1
"['mosquito', 'people', 'soulless', 'gutter', 'filth', 'roleplayinggame', 'deserve', 'human', 'respect', 'play', 'trash']",1
"['drive', 'people', 'yellow', 'light', 'brake', 'allow', 'slam']",0
"['drive', 'people', 'fast', 'car', 'love', 'reckless', 'trash']",0
"['wide', 'spelling', 'picture', 'people', 'poor', 'reason', 'far', 'make', 'teabagger', 'angry']",0
"['ezra', 'queer', 'change', 'gay', 'crack', 'regardless', 'identify', 'miller']",0
"['watch', 'yankee', 'diehard', 'fan', 'tigers', 'lol', 'mlb', 'point', 'yankees', 'debacle']",0
"['tumble', 'eyebrow', 'permanent', 'bleacher', 'slit', 'stay', 'little']",0
"['buy', 'year', 'resolution', 'go', 'ps3', 'new', 'person', 'yeah', 'jackass', 'retard']",1
"['land', 'pan', 'peter']",1
"['fuck', 'ass', 'pussy', 'goon', 'peyton', 'eli', 'manning']",1
"['prison', 'phaedra', 'like', 'mariah', 'loyal', 'go', 'hoe', 'drop', 'brat', 'apollo']",1
"['like', 'phil', 'hughe', 'old', 'look', 'mlb', 'yankees', 'hughes']",0
"['play', 'like', 'bad', 'nigger', 'dude', 'phillip', 'look', 'river', 'want']",1
"['phone', 'disconnect', 'like', 'hoe', 'hot', 'lol', 'thank', 'shmedium', 'god', 'spot']",1
"['phone', 'scalp', 'bitch', 'drier']",1
"['check', 'spook', 'photo', 'background']",0
"['vegas', 'bad', 'photo', 'ladykimora', 'dragqueen', 'socialite', 'bitch', 'dragrace', 'favorite']",1
"['photo', 'ladykimora', 'give', 'trailer', 'vegasqueen', 'vegasshowgirls', 'transformthursday', 'park', 'trash']",0
"['trash', 'photo', 'webad', 'gayvegas', 'good', 'white', 'turntup', 'morning', 'wepretty', 'give', 'body']",1
"['photo', 'bitches', 'friday', 'happy', 'kimorablac']",1
"['happy', 'rupaulsdragrace', 'photo', 'ladykimora', 'friday', 'bitch', 'glamazon']",1
"['kimora', 'booby', 'photo', 'bitch', 'slice', 'kimorablac', 'unlock']",1
"['ass', 'rupaulsdragrace', 'photo', 'webad', 'boss', 'gayvegas', 'bitch', 'minaj', 'turntup', 'barb', 'wepretty']",1
"['photo', 'bitch']",1
"['morning', 'photo', 'bitch']",1
"['wdywt', 'photo', 'hoe', 'mustard', 'beat']",1
"['vegas', 'photo', 'ladykimora', 'bitch', 'turntup', 'yessssss', 'main']",1
"['rupaulsdragrace', 'webad', 'photo', 'gayvegas', 'bitch', 'minaj', 'turntup', 'filter', 'barb', 'wepretty']",1
"['bad', 'rest', 'photo', 'peace', 'advise', 'boy', 'asian', 'glue', 'let', 'old', 'dude', 'sole']",0
"['seriously', 'funny', 'photo', 'getyourlife', 'friend', 'hoe']",1
"['order', 'stand', 'anarcho', 'photo', 'social', 'grouping', 'base', 'individual', 'queer', 'anarchism', 'free']",0
"['fall', 'photo', 'crow', 'wayward', 'intensifie', 'deafreaperventus', 'murderous', 'gay', 'say', 'son', 'angel']",1
"['see', 'china', 'big', 'photoset', 'pussy']",1
"['physical', 'bitch', 'skinny', 'amp', 'bed', 'frame', 'trash']",1
"['isis', 'holy', 'claim', 'flag', 'pilgrimage', 'pic', 'jihadi', 'mount', 'arafa', 'day', 'circulate', 'feed']",0
"['like', 'dyke', 'pic', 'hoe', 'pooci', 'look', 'confusing']",1
"['buy', 'chea', 'time', 'hoe', 'find', 'let', 'condo', 'pick', 'city', 'fine']",1
"['lady', 'like', 'line', 'literally', 'love', 'pickup', 'mean', 'cat', 'wait', 'pussy']",1
"['picture', 'time', 'metro', 'outside', 'fag', 'fucking']",1
"['shit', 'flaky', 'pie', 'crust', 'dry', 'trash']",1
"['pierce', 'shot', 'drain', 'smh', 'easily', 'trash']",0
"['talkin', 'bad', 'pillow', 'nigga', 'bitch', 'basic']",1
"['hatin', 'talkin', 'like', 'chick', 'pillow', 'nigga', 'hoe', 'lose']",1
"['bad', 'thang', 'bitch', 'trade', 'boo', 'champagne', 'pink', 'hope']",1
"['ass', 'guevara', 'liberal', 'wear', 'che', 'faggot', 'piss', 'cuba', 'shirt', 'little']",1
"['people', 'fag', 'brett', 'piss', 'scream', 'whore', 'window']",1
"['bad', 'bitch', 'business', 'hustler', 'pistol']",1
"['pizza', 'bitch', 'wing']",1
"['pizza', 'meet', 'rude', 'bitch', 'alcohol', 'craving', 'salad', 'want', 'need']",1
"['plaid', 'bitch', 'short']",1
"['aye', 'dead', 'twice', 'play', 'pyhscopathic', 'cunt']",1
"['play', 'fuck', 'pussy']",1
"['fuck', 'bitch', 'music', 'play', 'money']",1
"['lottery', 'play', 'like', 'hoe']",1
"['lutsen', 'charlie', 'today', 'play', 'papa']",0
"['way', 'provide', 'dog', 'condom', 'sex', 'hoe', 'game', 'talk', 'brother', 'amp', 'raw', 'play', 'wrestling', 'bind']",1
"['guilt', 'feel', 'time', 'last', 'suburb', 'white', 'pennsylvania', 'absolve', 'end', 'whitey', 'field', 'today', 'play']",1
"['ass', 'like', 'niggas', 'emotion', 'guess', 'go', 'hoe', 'find', 'believe', 'play', 'money']",1
"['nice', 'hoe', 'honestly', 'person', 'shut']",1
"['control', 'hoe']",1
"['picture', 'vicious', 'hoe', 'especially', 'dnt', 'jewelry', 'man']",1
"['ass', 'phone', 'bitch', 'hoe', 'lately', 'excuse']",1
"['bluejays', 'run', 'romero', 'stop', 'mlb', 'score', 'yankees', 'tomorrow']",0
"['twist', 'fuck', 'plot', 'bitch']",1
"['twist', 'plot', 'bitch']",1
"['twist', 'loyal', 'plot', 'hoe']",1
"['word', 'use', 'sweg', 'date', 'nid', 'yid']",0
"['raid', 'niccas', 'tryn', 'police', 'trap']",1
"['ateam', 'notfeede', 'army', 'stencil', 'militant', 'bird', 'typeface', 'polite', 'font']",0
"['ass', 'political', 'bitch']",1
"['levis', 'priceless', 'pussy', 'snapback', 'jordans', 'look', 'face', 'polo']",1
"['son', 'vamoose', 'poof', 'bitch']",1
"['charlie', 'guy', 'hurt', 'poor', 'right', 'gut', 'henry', 'support']",0
"['rest', 'feel', 'home', 'skillet', 'poor', 'bitch', 'help', 'leo', 'biscuit', 'have', 'face']",1
"['like', 'crisco', 'sound', 'pop', 'nigguh']",1
"['pop', 'pussy']",1
"['real', 'pop', 'nigga', 'pussy']",1
"['charlie', 'brown', 'dinner', 'spirit', 'popcorn', 'know', 'animal', 'candy']",0
"['lol', 'pop', 'sweat', 'pussy']",1
"['discou', 'bitch', 'lowwwww', 'poppy']",1
"['lowww', 'discount', 'poppy', 'bitch', 'naw', 'fareal']",1
"['warm', 'remain', 'fuzzy', 'pop', 'interview']",0
"['stick', 'bitch', 'pop', 'broke', 'tell']",1
"['porch', 'life', 'monkey']",1
"['porch', 'life', 'monkey', 'randell']",1
"['like', 'hollar', 'try', 'grandma', 'nig', 'real', 'porcha']",1
"['hoe', 'pornographic']",1
"['song', 'guala', 'post', 'new']",0
"['post', 'new', 'music', 'guala', 'song']",0
"['bomb', 'hoe', 'power']",1
"['come', 'ppl', 'feel', 'handle', 'say', 'bitch', 'girl', 'yes']",1
"['year', 'get', 'arrest', 'utampa', 'tonight', 'fml', 'allow', 'practically', 'ground', 'retard']",0
"['praise', 'season', 'lord', 'beanie', 'thy']",0
"['way', 'ugly', 'get', 'time', 'pretty', 'girl', 'hoe', 'preach', 'man']",1
"['break', 'like', 'shit', 'precisely', 'start', 'swear', 'hoe', 'soon']",1
"['preconceived', 'come', 'awareness', 'majority', 'base', 'negative', 'self', 'interaction', 'preservation', 'slant', 'libs', 'basis', 'prejudice']",0
"['advancedwarfaredayzero', 'night', 'nigger', 'cod', 'call', 'mean', 'prepare', 'play']",1
"['press', 'freebie', 'pussy']",1
"['bitch', 'pretend', 'know', 'lol', 'asshole', 'love', 'woman', 'callin']",1
"['president', 'govt', 'beg', 'rain', 'pretend', 'ghetto', 'whore', 'utiltie', 'day', 'stay', 'money']",1
"['niggah', 'ass', 'pretty']",1
"['titty', 'pretty', 'bitch']",1
"['pretty', 'likee', 'bitch', 'fucker', 'pull', 'mother']",1
"['like', 'motherfucker', 'pretty', 'bitch', 'pull']",1
"['like', 'pretty', 'bitch', 'pull', 'muthafucka']",1
"['alcs', 'year', 'thing', 'pretty', 'steinbrenner', 'gloryday', 'live', 'lose', 'detroit', 'miss', 'real', 'yankees']",0
"['phone', 'get', 'nude', 'pretty', 'nigga', 'bitch', 'sure']",1
"['plane', 'pretty', 'flight', 'bitch', 'welcome', 'instruct', 'exit', 'attendant', 'weird']",1
"['tbh', 'go', 'kenzie', 'probably', 'bitch', 'miss', 'tackle']",1
"['ass', 'diesel', 'engine', 'friend', 'probably', 'save', 'redneck', 'gas', 'today']",1
"['procrastination', 'bitch']",1
"['yung', 'produce', 'hoe', 'dis', 'bouta', 'drop']",1
"['white', 'profesional', 'enjoy', 'sport', 'trash']",1
"['ass', 'bitch', 'soft', 'project', 'little', 'pay']",1
"['fuck', 'sayy', 'bitch', 'girl', 'genuinely', 'love', 'day', 'obey', 'hit', 'promise']",1
"['bxtch', 'bitch', 'promise']",1
"['cost', 'protect', 'bitch']",1
"['redneck', 'patriot', 'proud']",0
"['puffy', 'hoe', 'face']",1
"['fuck', 'puig', 'line', 'go', 'zero', 'bitch', 'appearance']",1
"['bored', 'nicca', 'pull']",1
"['bitch', 'mad', 'pull']",1
"['bitch', 'mad', 'pull']",1
"['bitch', 'mad', 'pull']",1
"['way', 'bitch', 'pull', 'yes', 'coco', 'home', 'ratchet']",1
"['anybody', 'proud', 'hoe', 'pull']",1
"['intrrvention', 'woman', 'pullout', 'game', 'question', 'kid', 'iyanla', 'have', 'trash', 'man']",1
"['marlboro', 'pumpkin', 'spice', 'hoe']",1
"['deserve', 'punch', 'cause', 'hoe']",1
"['punk', 'ass', 'faggot', 'break']",1
"['ass', 'cop', 'bulldogge', 'jus', 'bitch', 'punk']",1
"['like', 'get', 'walk', 'bitch', 'prove', 'tall', 'punk']",1
"['punk', 'bitch']",1
"['get', 'woman', 'lady', 'pussy']",1
"['ass', 'fuck', 'wit', 'niggas', 'hoe', 'pussy']",1
"['ass', 'jesus', 'daddy', 'nigguh', 'pussy']",1
"['ass', 'get', 'life', 'lol', 'sad', 'love', 'khloe', 'glad', 'french', 'ghetto', 'dump', 'trash', 'pussy']",1
"['like', 'gay', 'girl', 'zaaaammnn', 'pussy']",1
"['get', 'friend', 'voice', 'nicca', 'pussy']",1
"['pinky', 'ring', 'mouth', 'pussy']",1
['pussy'],1
['pussy'],1
"['need', 'pussys', 'pussy']",1
"['tch', 'pussy']",1
"['bitch', 'ring']",1
"['cause', 'place', 'pussy']",1
"['ugly', 'ass', 'finna', 'walk', 'bitch', 'talk', 'crazy', 'car', 'love']",1
"['start', 'say', 'instead', 'redskin', 'lineup', 'fun', 'dolphin']",0
"['rack', 'weight', 'smdh', 'bitch', 'dick', 'lol', 'chaney']",1
"['hand', 'grade', 'bitch']",1
"['bedrock', 'figure', 'bitch']",1
"['hand', 'gon', 'shoot', 'bitch']",1
"['tit', 'bitch', 'shit']",1
"['policy', 'like', 'putin', 'bitch', 'foreign', 'look', 'make']",1
"['ass', 'niggas', 'dino', 'faggot', 'aight', 'quan', 'man']",1
"['quan', 'faggot', 'stop']",1
"['puedo', 'quisiera', 'dijo', 'hoe', 'amarte', 'love', 'mama']",1
"['feed', 'quit', 'blow', 'bitch']",1
"['hoggin', 'blunt', 'quit', 'bitch']",1
"['bitterness', 'ass', 'hurt', 'get', 'nigga', 'quit', 'hoe', 'tired', 'woman', 'cuz']",1
"['seriously', 'fuck', 'mad', 'shit', 'quit', 'think', 'talk', 'faggot', 'want', 'fucking']",1
"['bitch', 'quit', 'teasing']",1
"['early', 'amp', 'trash', 'compare']",0
"['mass', 'charlie', 'baker', 'dog', 'demo', 'surge', 'state', 'coakley', 'point']",0
"['like', 'speak', 'nigga', 'bitch', 'sound', 'real']",1
"['charlie', 'baker', 'conceds', 'governorship', 'gov', 'massachusetts', 'coakley', 'republicans', 'race']",0
"['fuck', 'tweet', 'nigga', 'change', 'bitch', 'rft', 'day']",1
"['tasty', 'rick', 'leg', 'chew', 'shit', 'listen', ""kill'em"", 'crispy', 'extra', 'nicca', 'bob', 'tell']",1
"['vibe', 'weight', 'say', 'bitch', 'right', 'positive', 'make', 'fun']",1
"['property', 'like', 'tcot', 'slave', 'democrat', 'conservative', 'rino', 'black', 'trash', 'party']",1
"['fact', 'finna', 'nigga', 'yeen', 'bitch', 'know', 'play']",1
"['shit', 'bird']",1
"['jane', 'aunt', 'crazy', 'bikini', 'rock', 'seymour']",0
"['hater', 'cam', 'nice', 'faggot', 'timatheracer', 'lol', 'dude', 'wow']",1
"['ice', 'niggas', 'alla', 'boy', 'bitch', 'hot', 'amp', 'bring']",1
"['hand', 'get', 'bitch', 'think', 'argument', 'purse', 'stfu', 'black', 'steal', 'clap']",1
"['hahaha', 'bitch']",1
"['kill', 'injun', 'find', 'america', 'sincethecubswonaworldserie', 'columbus']",1
"['fuck', 'macklemore', 'nigger', 'mean', 'trash']",1
"['bitch', 'girl', 'cry', 'care', 'def', 'whiny']",1
"['queer', 'cole', 'fucking']",1
"['thing', 'yaw', 'hoe', 'dick', 'amp', 'want', 'money']",1
"['funny', 'bitch', 'basic', 'hahahaha']",1
"['kill', 'ago', 'jihadi', 'http', 'yrs', 'terrorist', 'brendantevlin', 'ring']",0
"['nothing', 'ayeeee', 'bitch', 'cut']",1
"['twitter', 'stadium', 'jeter', 'finale', 'yankee', 'video', 'cap', 'tip', 'farewellcaptain']",0
"['boyfriend', 'anymore', 'bitch', 'hoe', 'happen', 'swear', 'erase', 'have']",1
"['embodiment', 'femininity', 'sexual', 'drown', 'quintessential', 'today', 'woman', 'tell', 'pussy']",1
"['supp', 'wigga']",1
"['loyal', 'bitch', 'wrong']",1
"['issue', 'bitch', 'needy', 'clingy', 'man']",1
"['lil', 'hoe', 'sister', 'kim']",1
"['ugly', 'hoe', 'trippin']",1
"['ass', 'model', 'argue', 'bitch', 'disney', 'food', 'reject', 'better', 'bro', 'play']",1
"['get', 'bae', 'friendly', 'hoe']",1
"['prob', 'early', 'tune', 'good', 'tool', 'energy', 'want', 'def', 'set']",0
"['bitches', 'niggas', 'get', 'bitch', 'love']",1
"['cocaina', 'geekin', 'get', 'bitch', 'sneakin', 'custom', 'cross']",1
"['way', 'ass', 'come', 'mouth', 'nobod', 'tell', 'pussy']",1
"['good', 'win', 'lose', 'baseball', 'day', 'met', 'bees', 'yankees']",0
"['pocket', 'bitch']",1
"['wcw', 'like', 'mad', 'bitch', 'know']",1
"['like', 'boa', 'nigga', 'run', 'hoe', 'girl', 'chill', 'mouth', 'amp', 'wayne', 'nah']",1
"['niggas', 'hood', 'jump', 'say', 'bitch', 'go', 'find', 'belong', '131st', 'brother', 'imma', 'dre']",1
"['wit', 'come', 'sweat', 'hoe', 'money']",1
"['grown', 'grow', 'wear', 'forget', 'pom', 'fucking', 'jersey', 'man']",1
"['ass', 'birthday', 'cousin', 'good', 'hope', 'fag', 'happy', 'little', 'remember']",1
"['check', 'stuff', 'sauce', 'miracle', 'sole', 'homie']",0
"['macin', 'stackin', 'flex', 'bitch', 'ready', 'crackin', 'fly', 'turn', 'town']",1
"['ass', 'lie', 'hate', 'bitch']",1
"['calm', 'tcot', 'muslim', 'pjnet', 'jihadi', 'tgdn', 'nra', 'rednationrise', 'ccot', 'teaparty']",0
"['ugly', 'worry', 'have', 'hoe']",1
"['fact', 'cause', 'hate', 'go', 'bitch', 'dick', 'past', 'look', 'swear', 'suck', 'edge', 'lay']",1
"['yaaa', 'bitch', 'thanggg']",1
"['phone', 'hoe', 'bae', 'hella', 'sec', 'lemme']",1
"['flat', 'muscular', 'bitch', 'booty', 'bruh']",1
"['fuck', 'low', 'bitch', 'tryna', 'timeline', 'announce']",1
"['messy', 'bitch', 'hell', 'rock', 'nawl']",1
"['check', 'watch', 'say', 'bitch']",1
"['rick', 'bitch', 'james']",1
"['ass', 'bitch', 'frontin']",1
"['gang', 'neva', 'urs', 'poor', 'bitch', 'rich', 'act', 'look', 'ona', 'mama', 'trip', 'tell']",1
"['nat', 'yungin', 'bitch', 'nigga']",1
"['fuck', 'cop', 'jake', 'hoe', 'sum', 'love', 'female']",1
"['hear', 'change', 'hoe', 'knwin']",1
['hoe'],1
"['hoe', 'line', 'dude', 'spazze']",1
"['niggas', 'bitch', 'know', 'stalk', 'yea', 'lil', 'twitt']",1
"['way', 'feel', 'people', 'jump', 'attach', 'trash']",0
"['ass', 'girlfriend', 'jury', 'time', 'bitch', 'grand', 'hernandez', 'lie', 'aaron']",1
"['live', 'likely', 'cheat', 'home', 'little']",1
"['come', 'get', 'circus', 'hoe', 'bruh', 'stay', 'room']",1
"['drafts', 'tracker', 'draft', 'oregon', 'state', '49ers', 'pick', 'mock', 'popular', 'recent']",0
"['ugly', 'see', 'bitch']",1
"['hungover', 'dbh', 'feel', 'yyyyyeelllloooowwwwww', 'yellow']",0
"['ass', 'fact', 'slip', 'step', 'bitch', 'pregnant', 'matter']",1
"['drive', 'crowd', 'see', 'colour', 'thing', 'people', 'hair', 'good', '5sos', 'show', 'past', 'bandanna', 'shirt']",0
"['swag', 'fag', 'sauce']",1
"['ass', 'nigga', 'bitch', 'mail', 'voice', 'little']",1
"['plan', 'bitch', 'workout', 'miracle', 'need', 'fucking']",1
"['bottle', 'spin', 'invite', 'hot', 'bitch', 'matter', 'play', 'ladykiller']",1
"['playground', 'baller', 'bout', 'tetherball', 'new', 'think', 'lol', 'school', 'kid', 'pussy']",1
"['lunch', 'mcdonald', 'bitch', 'mom', 'bring']",1
"['like', 'ice', 'good', 'day', 'bitch', 'today', 'cream', 'bang']",1
"['clingy', 'girl', 'hoe']",1
"['feeling', 'tank', 'portable', 'allllll', 'pesky', 'septic']",0
"['like', 'bitch']",1
"['ass', 'dig', 'bout', 'believe', 'want', 'trash', 'fucking']",1
"['wisebrethrenword', 'wife', 'hoe']",1
"['ass', 'shoot', 'get', 'nigga', 'bitch', 'find', 'crazy', 'wild']",1
"['read', 'baby', 'bitch', 'ivy', 'north', 'simple', 'blue', 'care', 'better', 'look', 'celeb', 'kid', 'book']",1
"['surround', 'dyke']",1
"['consider', 'colorado', 'wind', 'bird', '1st', 'protect', 'energy', 'amp', 'nation', 'bat', 'lawmaker', 'legislation']",0
"['shelf', 'like', 'ecowe', 'bee', 'deadly', 'bird', 'neonics', 'american', 'ask', 'kestrel']",0
"['weiner', 'anal', 'militia', 'boner', 'high', 'crr', 'squad', 'sack', 'brownie', 'ball', 'flyer']",1
"['speech', 'lmao', 'pregame', 'bron', 'trash']",0
"['niggas', 'cuff', 'hoe', 'act', 'turn', 'love', 'surprise']",1
"['meet', 'hoe', 'know', 'cool', 'aside', 'joke', 'real', 'woman']",1
"['twitter', 'good', 'bitch', 'amp', 'day', 'have', 'bring']",1
"['touch', 'carry', 'cease', 'feel', 'rain', 'wind', 'weepy', 'light', 'cool', 'bird', 'music', 'fog', 'amp', 'soft', 'shower', 'wild', 'soar']",0
"['daft', 'fight', 'ill', 'big', 'cunt']",1
"['research', 'bad', 'uncle', 'bho', 'americans', 'elicit', 'cry', 'tom', 'black', 'article', 'bind']",0
"['come', 'dirty', 'bitch', 'house', 'bet', 'lmao', 'wow']",1
"['lava', 'bitch', 'rtextralife', 'cake']",1
"['rest', 'amendment', 'yank', 'fec', 'internet', 'guard', 'drudge', '1st', 'wiunion']",0
"['word', 'baby', 'babe', 'think', 'bae', 'ghetto', 'mean']",0
"['yeah', 'scale', 'bitch']",1
"['pretty', 'smart', 'bitch', 'forever']",1
"['ass', 'date', 'bland', 'bitch', 'tryna', 'goofy', 'bore']",1
